18:10:12.027	SERVER	admin	OK	Server was started (port: 1984).
18:15:58.243	127.0.0.1:62697	admin	REQUEST	OPEN f1	23.67 ms
18:15:58.380	127.0.0.1:62697	admin	OK	Database 'f1' was opened in 133.67 ms.	136.56 ms
18:15:59.255	127.0.0.1:62697	admin	REQUEST	ADD TO CORRIDAS [...]	1.97 ms
18:15:59.465	127.0.0.1:62697	admin	ERROR	Improper use? Potential bug? Your feedback is welcome: Contact: basex-talk@mailman.uni-konstanz.de Version: BaseX 9.4.3 Java: Oracle Corporation, 9 OS: Windows 10, amd64 Stack Trace: java.lang.RuntimeException: f1: lock file does not exist. at org.basex.util.Util.notExpected(Util.java:62) at org.basex.data.DiskData.finishUpdate(DiskData.java:246) at org.basex.core.cmd.ACreate.update(ACreate.java:97) at org.basex.core.cmd.Add.run(Add.java:56) at org.basex.core.Command.run(Command.java:257) at org.basex.core.Command.execute(Command.java:93) at org.basex.core.Command.execute(Command.java:116) at org.basex.server.ClientListener.execute(ClientListener.java:346) at org.basex.server.ClientListener.add(ClientListener.java:317) at org.basex.server.ClientListener.run(ClientListener.java:99)	210.57 ms
18:16:42.389	127.0.0.1:62710	admin	REQUEST	CREATE DB f2	1.81 ms
18:16:42.419	127.0.0.1:62710	admin	OK	Database 'f2' created in 27.01 ms.	29.53 ms
18:16:42.421	127.0.0.1:62710	admin	REQUEST	ADD TO CORRIDAS [...]	0.17 ms
18:16:42.445	127.0.0.1:62710	admin	OK	Resource(s) added in 21.64 ms.	24.28 ms
18:17:33.938	127.0.0.1:62723	admin	REQUEST	OPEN f1	0.41 ms
18:17:33.939	127.0.0.1:62723	admin	ERROR	Database 'f1' was not found.	0.85 ms
18:17:43.499	127.0.0.1:62730	admin	REQUEST	CREATE DB f1	0.37 ms
18:17:43.525	127.0.0.1:62730	admin	OK	Database 'f1' created in 23.25 ms.	25.69 ms
18:17:43.528	127.0.0.1:62730	admin	REQUEST	ADD TO Drivers2018 [...]	0.22 ms
18:17:43.551	127.0.0.1:62730	admin	OK	Resource(s) added in 20.51 ms.	23.74 ms
18:18:22.145	127.0.0.1:62743	admin	REQUEST	OPEN f1	0.41 ms
18:18:22.147	127.0.0.1:62743	admin	OK	Database 'f1' was opened in 1.73 ms.	2.05 ms
18:18:22.149	127.0.0.1:62743	admin	REQUEST	ADD TO Constructors2018 [...]	0.17 ms
