12:20:51.528	SERVER	admin	OK	Server was started (port: 1984).
12:21:13.796	127.0.0.1:59002	admin	REQUEST	OPEN f1	38.94 ms
12:21:13.970	127.0.0.1:59002	admin	OK	Database 'f1' was opened in 164.29 ms.	174.4 ms
12:21:16.474	127.0.0.1:59002	admin	REQUEST	OPEN f1	0.69 ms
12:21:16.475	127.0.0.1:59002	admin	OK	Database 'f1' was opened in 0.11 ms.	0.91 ms
12:21:16.478	127.0.0.1:59002	admin	REQUEST	DELETE RSS	2.65 ms
12:21:16.514	127.0.0.1:59002	admin	OK	1 resource(s) deleted in 20.05 ms.	36.0 ms
12:21:16.516	127.0.0.1:59002	admin	REQUEST	DELETE rssf1.xml	0.88 ms
12:21:16.519	127.0.0.1:59002	admin	OK	0 resource(s) deleted in 1.32 ms.	3.81 ms
12:21:18.822	127.0.0.1:59002	admin	REQUEST	ADD TO RSS [...]	1.62 ms
12:21:19.191	127.0.0.1:59002	admin	OK	Resource(s) added in 355.53 ms.	368.79 ms
12:21:19.194	127.0.0.1:59002	admin	REQUEST	XQUERY <root>{ for $i in collection('f1')//item[position()<6] return <elem> {$i/title} {$i/pubDate} {$i/author} {$i/link} {$i/description} </elem>} </root>	2.31 ms
12:21:19.800	127.0.0.1:59002	admin	OK	Query executed in 589.34 ms.	606.96 ms
12:21:48.768	127.0.0.1:59002	admin	REQUEST	XQUERY for $p in collection('f1')//DriverTable where $p/@season=2020 return $p	1.8 ms
12:21:48.795	127.0.0.1:59002	admin	OK	Query executed in 24.88 ms.	26.06 ms
12:21:51.322	127.0.0.1:59002	admin	REQUEST	XQUERY <root>{for $c in collection('f1')//Circuit return <elem> {$c/CircuitName} {$c/Location} </elem>}</root>	0.48 ms
12:21:51.366	127.0.0.1:59002	admin	OK	Query executed in 44.23 ms.	44.77 ms
12:23:57.195	127.0.0.1:59137	admin	REQUEST	OPEN f1	0.5 ms
12:23:57.198	127.0.0.1:59137	admin	OK	Database 'f1' was opened in 2.59 ms.	2.89 ms
12:24:03.945	127.0.0.1:59137	admin	REQUEST	OPEN f1	0.82 ms
12:24:03.945	127.0.0.1:59137	admin	OK	Database 'f1' was opened in 0.04 ms.	0.57 ms
12:24:03.946	127.0.0.1:59137	admin	REQUEST	DELETE RSS	0.8 ms
12:24:03.958	127.0.0.1:59137	admin	OK	1 resource(s) deleted in 1.99 ms.	11.53 ms
12:24:03.959	127.0.0.1:59137	admin	REQUEST	DELETE rssf1.xml	0.54 ms
12:24:03.962	127.0.0.1:59137	admin	OK	0 resource(s) deleted in 1.42 ms.	3.09 ms
12:24:05.664	127.0.0.1:59137	admin	REQUEST	ADD TO RSS [...]	0.18 ms
12:24:05.704	127.0.0.1:59137	admin	OK	Resource(s) added in 32.14 ms.	40.34 ms
12:24:05.705	127.0.0.1:59137	admin	REQUEST	XQUERY <root>{ for $i in collection('f1')//item[position()<6] return <elem> {$i/title} {$i/pubDate} {$i/author} {$i/link} {$i/description} </elem>} </root>	0.31 ms
12:24:05.718	127.0.0.1:59137	admin	OK	Query executed in 12.22 ms.	12.85 ms
12:24:08.918	127.0.0.1:59137	admin	REQUEST	XQUERY for $c in collection('f1')//ConstructorTable where $c/@season=2020 return $c	0.68 ms
12:24:08.922	127.0.0.1:59137	admin	OK	Query executed in 3.46 ms.	3.96 ms
12:24:10.374	127.0.0.1:59137	admin	REQUEST	XQUERY <root>{for $c in collection('f1')//Circuit return <elem> {$c/CircuitName} {$c/Location} </elem>}</root>	0.46 ms
12:24:10.398	127.0.0.1:59137	admin	OK	Query executed in 23.27 ms.	24.27 ms
12:24:12.480	127.0.0.1:59137	admin	REQUEST	XQUERY <Races>{ for $a in collection('f1')//RaceTable where $a/@season = 2020 return $a/Race }</Races>	0.45 ms
12:24:12.492	127.0.0.1:59137	admin	OK	Query executed in 11.33 ms.	11.97 ms
12:24:12.498	127.0.0.1:59137	admin	REQUEST	XQUERY <root>{ for $c in collection('f1')//StandingsTable where $c/@season=2020 return $c//DriverStanding[position() < 4] }</root>	0.36 ms
12:24:12.502	127.0.0.1:59137	admin	OK	Query executed in 3.35 ms.	3.75 ms
12:24:12.505	127.0.0.1:59137	admin	REQUEST	XQUERY <root>{ for $c in collection('f1')//StandingsTable where $c/@season=2020 return $c//ConstructorStanding[position() < 4] }</root>	0.5 ms
12:24:12.509	127.0.0.1:59137	admin	OK	Query executed in 2.96 ms.	3.54 ms
12:24:15.711	127.0.0.1:59137	admin	REQUEST	XQUERY for $c in collection('f1')//RaceTable where $c/@season='2020' where $c/@round=1 where $c//child::ResultsList return $c	0.48 ms
12:24:15.720	127.0.0.1:59137	admin	OK	Query executed in 8.53 ms.	9.14 ms
12:24:21.712	127.0.0.1:59137	admin	REQUEST	XQUERY for $c in collection('f1')//RaceTable where $c/@season='2020' where $c/@round=1 where $c//child::ResultsList return $c	0.53 ms
12:24:21.718	127.0.0.1:59137	admin	OK	Query executed in 5.28 ms.	6.07 ms
12:24:27.380	127.0.0.1:59137	admin	REQUEST	XQUERY for $c in collection('f1')//RaceTable where $c/@season='2020' where $c/@round=8 where $c//child::ResultsList return $c	0.37 ms
12:24:27.385	127.0.0.1:59137	admin	OK	Query executed in 4.08 ms.	5.28 ms
12:25:56.632	127.0.0.1:59152	admin	REQUEST	OPEN f1	0.45 ms
12:25:56.635	127.0.0.1:59152	admin	OK	Database 'f1' was opened in 2.47 ms.	2.73 ms
12:26:01.099	127.0.0.1:59152	admin	REQUEST	XQUERY <Races>{ for $a in collection('f1')//RaceTable where $a/@season = 2020 return $a/Race }</Races>	0.37 ms
